Salary,Year,Player,Position
5000000,2012,Jason Maxiell, PF
5000000,2012,Jamal Crawford, SG
5000000,2012,Kyle Korver, SG
5000000,2012,Luc Mbah a Moute, PF
5000000,2012,Richard Hamilton, SG
5000000,2012,Jarrett Jack, G
4847586,2012,Marcus Banks, PG
4818000,2012,Darius Songaila, PF
4776500,2012,Darko Milicic, C
4753320,2012,Derrick Favors, C
4752000,2012,Brad Miller, C
4750000,2012,Zaza Pachulia, C
4710000,2012,Ronnie Brewer, SF
4609701,2012,Kevin Love, PF
4604760,2012,James Harden, SG
4602720,2012,Derrick Williams, PF
4600000,2012,Linas Kleiza, SF
4503600,2012,Nikola Pekovic, C
4500000,2012,Jonas Jerebko, F
4455988,2012,Jeff Green, PF
4403834,2012,Daniel Gibson, SG
4319280,2012,Enes Kanter, C
4300000,2012,J.J. Barea, PG
4257973,2012,Ramon Sessions, G
4250000,2012,Randy Foye, SG
4250000,2012,Jared Dudley, SF
4250000,2012,Brandon Bass, PF
4234000,2012,Chris Andersen, PF
4190182,2012,Danilo Gallinari, PF
4100000,2012,Bruce Bowen, SF
4099920,2012,Charlie Bell, SG
4080915,2012,Greg Buckner, SG
4060000,2012,Udonis Haslem, PF
4051024,2012,Spencer Hawes, PF
4006080,2012,Wesley Johnson, F
4000000,2012,Mario Chalmers, G
4000000,2012,Jordan Farmar, PG
4000000,2012,Anthony Morrow, SG
4000000,2012,Hakim Warrick, PF
4000000,2012,Steve Blake, PG
4000000,2012,Ryan Gomes, SF
3944000,2012,Tiago Splitter, C
3900000,2012,Matt Carroll, SG
3880800,2012,DeMarcus Cousins, C
3831184,2012,Eric Gordon, SG
3823000,2012,Dorell Wright, SF
3750000,2012,Nazr Mohammed, C
3750000,2012,Mike Dunleavy, SG
3726600,2012,Tristan Thompson, C
3700000,2012,C.J. Miles, SG
3700000,2012,Joel Anthony, C
3695857,2012,Nick Young, G
3680000,2012,Luke Ridnour, PG
3630000,2012,Matt Bonner, C
3500000,2012,Shannon Brown, PG
3500000,2012,Carlos Delfino, SG
3500000,2012,Shaun Livingston, G
3480120,2012,Ricky Rubio, PG
3480000,2012,Raja Bell, SG
3414720,2012,Jonny Flynn, PG
3400000,2012,C.J. Watson, PG
3377604,2012,Marco Belinelli, SG
3344250,2012,DeMar DeRozan, SF
3343896,2012,Timofey Mozgov, C
3341558,2012,Daequan Cook, SG
3300000,2012,Thabo Sefolosha, SF
3294960,2012,Ekpe Udoh, F
3272997,2012,Nick Collison, F
3250000,2012,Chris Duhon, PG
3250000,2012,Will Bynum, PG
3250000,2012,Johan Petro, C
3236470,2012,D.J. Augustin, PG
3150000,2012,Tony Allen, SG
3135000,2012,Shawne Williams, SF
3135000,2012,Shane Battier, SF
3117120,2012,Stephen Curry, PG
3076983,2012,Brook Lopez, C
3065040,2012,Jan Vesely, PF
3059000,2012,Corey Brewer, SG
3042280,2012,Jerryd Bayless, G
3007920,2012,Greg Monroe, C
3001284,2012,Jason Thompson, PF
3000000,2012,Travis Outlaw, SF
3000000,2012,Jeff Foster, PF
3000000,2012,Josh McRoberts, PF
3000000,2012,Chris Wilcox, PF
3000000,2012,Vince Carter, G
2956658,2012,Brandon Rush, F
2911231,2012,Anthony Randolph, SF
2862602,2012,Robin Lopez, C
2858057,2012,Julian Wright, SF
2855760,2012,Jordan Hill, C
2840000,2012,Mark Madsen, PF
2812006,2012,James Johnson, PF
2798040,2012,Bismack Biyombo, C
2763450,2012,Lou Amundson, PF
2755560,2012,Al-Farouq Aminu, PF
2750000,2012,Eduardo Najera, PF
2721255,2012,Marreese Speights, F
2709720,2012,Gordon Hayward, SF
2700000,2012,Dahntay Jones, SG
2685185,2012,David Andersen, C
2674852,2012,Jrue Holiday, SG
2588590,2012,Roy Hibbert, C
2563320,2012,Brandon Knight, PG
2541000,2012,Ersan Ilyasova, PF
2500000,2012,Kenyon Martin, PF
2500000,2012,Aaron Gray, C
2500000,2012,Reggie Williams, SF
2500000,2012,Jason Smith, F
2500000,2012,DeShawn Stevenson, SG
2493720,2012,Brandon Jennings, G
2462400,2012,JaVale McGee, C
2446200,2012,Quentin Richardson, SF
2406240,2012,Paul George, SG
2400000,2012,Ricky Davis, SG
2356320,2012,Kemba Walker, PG
2354537,2012,JJ Hickson, C
2339040,2012,Jimmer Fredette, G
2338709,2012,JR Smith, SG
2329545,2012,Derek Fisher, PG
2286000,2012,Cole Aldrich, C
2250600,2012,Gerald Henderson, SG
2250000,2012,Anthony Parker, SG
2246400,2012,Keyon Dooling, PG
2246400,2012,Ben Wallace, PF
2244601,2012,Ryan Anderson, PF
2225093,2012,Courtney Lee, SG
2207040,2012,Ed Davis, C
2203792,2012,Kosta Koufos, C
2180443,2012,Rudy Fernandez, SG
2171640,2012,Xavier Henry, SG
2155365,2012,Nicolas Batum, SG
2150000,2012,Josh Howard, SF
2138040,2012,Tyler Hansbrough, PF
2126520,2012,Klay Thompson, SG
2111160,2012,Alec Burks, SG
2108000,2012,Goran Dragic, PG
2062800,2012,Anthony Johnson, PG
2062800,2012,Brent Barry, SG
2050000,2012,Anthony Tolliver, PF
2027119,2012,Darrell Arthur, F
2016692,2012,Aaron Brooks, G
2005560,2012,Markieff Morris, PF
2001167,2012,D.J. White, PF
2000032,2012,Chauncey Billups, PG
2000000,2012,Dante Cunningham, F
2000000,2012,Earl Watson, PG
1990000,2012,Rasho Nesterovic, C
1959960,2012,Patrick Patterson, PF
1929600,2012,Austin Daye, SF
1906200,2012,Matt Barnes, SF
1892280,2012,Luke Babbitt, F
1861920,2012,Larry Sanders, PF
1857500,2012,Omer Asik, C
1823280,2012,Marcus Morris Sr., SF
1823280,2012,Dikembe Mutombo, C
1809840,2012,Kawhi Leonard, SF
1728000,2012,Keith Bogans, SG
1719480,2012,Nikola Vucevic, C
1680360,2012,Kevin Seraphin, C
1679914,2012,Donte Greene, SF
1675000,2012,Renaldo Balkman, SF
1654440,2012,Ty Lawson, G
1596360,2012,Eric Bledsoe, PG
1579920,2012,Jeff Teague, PG
1567500,2012,Sebastian Telfair, PG
1567500,2012,Gustavo Ayon, PF
1563120,2012,Iman Shumpert, SG
1540493,2012,George Hill, PG
1524480,2012,Avery Bradley, PG
1516680,2012,Eric Maynor, PG
1500000,2012,Greg Oden, C
1500000,2012,Jeff Ayres, F
1500000,2012,Gary Forbes, F
1500000,2012,James Jones, SG
1485000,2012,Chris Singleton, SF
1467840,2012,Alexis Ajinca, C
1455960,2012,Darren Collison, G
1442880,2012,Elliot Williams, SG
1418160,2012,Tobias Harris, SF
1404960,2012,Craig Brackins, PF
1402540,2012,James Anderson, SG
1399507,2012,Zydrunas Ilgauskas, C
1399507,2012,Eddie House, SG
1365720,2012,Nolan Smith, PG
1352181,2012,Jamaal Tinsley, PG
1352181,2012,Kurt Thomas, PF
1352181,2012,Shaquille O'Neal, C
1350000,2012,Roko-Leni Ukic, PG
1341960,2012,Omri Casspi, F
1300000,2012,Hamed Haddadi, C
1294920,2012,Trevor Booker, F
1288200,2012,Serge Ibaka, C
1288200,2012,Byron Mullens, C
1254720,2012,Kenneth Faried, F
1243080,2012,Damion James, SF
1236720,2012,Rodrigue Beaubois, PG
1223166,2012,Brian Cook, PF
1200000,2012,Royal Ivey, PG
1195680,2012,Taj Gibson, C
1193280,2012,Dominique Jones, SG
1184750,2012,Sam Young, SF
1160000,2012,Earl Clark, SF
1156320,2012,Reggie Jackson, PG
1154040,2012,Wayne Ellington, SG
1153800,2012,Quincy Pondexter, F
1145640,2012,Toney Douglas, PG
1121520,2012,Jordan Hamilton, SG
1120440,2012,Jordan Crawford, G
1113600,2012,Greivis Vasquez, PG
1106941,2012,Stephen Graham, SF
1106941,2012,Joey Graham, SF
1105560,2012,Daniel Orton, C
1097520,2012,Christian Eyenga, SF
1097520,2012,Lazar Hayward, SF
1082520,2012,Norris Cole, F
1074720,2012,Cory Joseph, PG
1071720,2012,Alando Tucker, SF
1069509,2012,Von Wafer, SG
1063865,2012,MarShon Brooks, G
1059750,2012,Stephen Jackson, SF
1054000,2012,DeJuan Blair, C
1042320,2012,JaJuan Johnson, PF
1033342,2012,Quinton Ross, SF
1029389,2012,Jawad Williams, SF
1027424,2012,Earl Barron, C
1020960,2012,Jimmy Butler, SF
1000000,2012,Jon Brockman, PF
1000000,2012,Jeremy Pargo, PG
992680,2012,Shavlik Randolph, PF
915852,2012,Ian Mahinmi, C
915852,2012,John Lucas III, PG
915852,2012,Brandan Wright, F
885120,2012,Henry Walker, SF
885120,2012,DeMarre Carroll, SF
885120,2012,Alexander Johnson, SF
885120,2012,Pops Mensah-Bonsu, PF
884881,2012,Salim Stoudamire, SG
884293,2012,Patrick Ewing Jr., SF
855189,2012,Quincy Douby, SG
855189,2012,Marcus Haislip, F
855189,2012,Mouhamed Sene, C
855189,2012,Anthony Roberson, SG
855189,2012,Tarence Kinsey, SG
854389,2012,Javaris Crittenton, PG
854389,2012,Jannero Pargo, PG
854389,2012,Darius Miles, SF
854389,2012,Kyle Weaver, SG
854389,2012,Derrick Byars, SF
854389,2012,Luke Jackson, SF
854389,2012,Josh Davis, SF
854389,2012,Kenny Thomas, PF
854389,2012,Jodie Meeks, G
854389,2012,Mickael Pietrus, SF
854389,2012,Jamaal Magloire, C
854389,2012,Melvin Ely, C
854389,2012,Maurice Evans, SG
854389,2012,Dominic McGuire, PF
854389,2012,Mike Harris, SF
854389,2012,Dwayne Jones II, PF
854389,2012,Derrick Brown, SF
854389,2012,Malik Hairston, SG
854389,2012,Tracy McGrady, SG
854389,2012,Trey Johnson, SG
854389,2012,Antoine Wright, SF
854389,2012,Sean May, C
854389,2012,Luther Head, PG
854389,2012,Reggie Evans, C
854389,2012,Roger Mason Jr., SG
854389,2012,Hassan Whiteside, C
854389,2012,Coby Karl, PG
854389,2012,Craig Smith, PF
854389,2012,Fabricio Oberto, C
854389,2012,Sasha Pavlovic, SG
854389,2012,Jared Jeffries, PF
854389,2012,A.J. Price, PG
854389,2012,Ronnie Price, PG
854389,2012,Sonny Weems, SG
854389,2012,Francisco Elson, C
854389,2012,Tony Battie, C
854389,2012,Willie Green, SG
854389,2012,Larry Hughes, SG
854389,2012,Malik Allen, PF
854389,2012,DaJuan Summers, SF
854389,2012,Didier Ilunga-Mbenga, C
854389,2012,Baron Davis, PG
854389,2012,Mike Bibby, PG
854389,2012,Chase Budinger, SF
854389,2012,Jason Collins, C
854389,2012,Jerry Stackhouse, SF
854389,2012,Shelden Williams, C
854389,2012,Maurice Ager, SF
854389,2012,Rasual Butler, SF
854389,2012,Steve Novak, SF
854389,2012,Marquis Daniels, SG
854389,2012,Josh Powell, PF
854389,2012,Juwan Howard, PF
854389,2012,Danny Green, SG
854389,2012,Joe Smith, PF
854389,2012,Theo Ratliff, C
854389,2012,Sundiata Gaines, PG
854389,2012,Darnell Jackson, PF
854389,2012,Damien Wilkins, SG
854389,2012,Joe Alexander, SF
854389,2012,Hilton Armstrong, PF
854389,2012,Jason Kapono, SG
854389,2012,T.J. Ford, PG
854389,2012,Alonzo Gee, SF
854389,2012,Joey Dorsey, PF
854389,2012,Anthony Carter, PG
854389,2012,Delonte West, SG
854389,2012,Troy Murphy, PF
854389,2012,Eddy Curry, NA
854389,2012,Tim Thomas, PF
854389,2012,Brian Cardinal, PF
854389,2012,Chris Richard, PF
854389,2012,Brian Scalabrine, PF
854389,2012,Vladimir Radmanovic, SF
854389,2012,Chris Douglas-Roberts, SG
854389,2012,D.J. Strawberry, SG
854389,2012,Gary Neal, PG
854389,2012,Etan Thomas, C
850000,2012,Chandler Parsons, SF
830000,2012,Solomon Alabi, C
826828,2012,Michael Redd, SG
825497,2012,Paul Davis, C
825497,2012,Kevin Ollie, PG
825497,2012,Ryan Bowen, SF
825497,2012,Desmond Mason, SF
825497,2012,Linton Johnson, PF
825497,2012,James White, SG
825497,2012,Jason Hart, PG
825497,2012,Kareem Rush, SG
825497,2012,Jermareo Davidson, PF
825497,2012,Marcus Williams, SG
825497,2012,Lindsey Hunter, SG
825497,2012,Gabe Pruitt, PG
810000,2012,Lance Stephenson, G
809875,2012,Tyler Honeycutt, SF
804131,2012,Chris Quinn, PG
799105,2012,Sean Marks, PF
792377,2012,Ike Diogu, PF
792377,2012,Solomon Jones, PF
788872,2012,Andy Rautins, SG
788872,2012,Marcus Cousin, C
788872,2012,Da'Sean Butler, NA
788872,2012,Robert Vaden, SG
788872,2012,Zabian Dowdell, PG
788872,2012,Terrico White, G
788872,2012,Gani Lawal, F
788872,2012,Marqus Blakely, SF
788872,2012,Willie Warren, SG
788872,2012,Pape Sy, SF
788872,2012,Magnum Rolle, NA
785487,2012,Nate Robinson, PG
780871,2012,Jermaine Taylor, SG
771706,2012,Yi Jianlian, SF
762195,2012,Tony Gaffney, SF
762195,2012,Jeremy Lin, G
762195,2012,Landry Fields, SG
762195,2012,Brian Butch, C
762195,2012,Hamady Ndiaye, C
762195,2012,Greg Stiemsma, C
762195,2012,Garret Siler, C
762195,2012,Taylor Griffin, PF
762195,2012,Darington Hobson, SG
762195,2012,Kenny Hasbrouck, NA
762195,2012,Derrick Caracter, PF
762195,2012,Isaiah Thomas, PG
762195,2012,Devin Ebanks, SF
762195,2012,Chris Johnson, C
762195,2012,Samardo Samuels, PF
762195,2012,Luke Harangody, PF
762195,2012,Semih Erden, C
762195,2012,Jeff Adrien, SF
762195,2012,Curtis Jerrells, NA
762195,2012,Oliver Lafayette, G
762195,2012,Jeremy Evans, F
762195,2012,Dexter Pittman, C
736420,2012,Dontell Jefferson, SG
736420,2012,Mike Taylor, PG
736420,2012,Joe Crawford, SG
736420,2012,Sun Yue, SG
736420,2012,Walter Sharpe, PF
736420,2012,DeMarcus Nelson, SG
736420,2012,Othello Hunter, SF
708640,2012,Ime Udoka, F
679821,2012,Mike Wilks, PG
668434,2012,Brian Skinner, PF
650686,2012,Allen Iverson, SG
650000,2012,Jeremy Tyler, C
633253,2012,Acie Law, PG
550000,2012,Josh Selby, PG
535000,2012,Trey Thompkins, PF
530547,2012,Erick Dampier, C
524964,2012,Jason Williams, PG
522472,2012,Ish Smith, PG
500000,2012,Travis Leslie, PG
500000,2012,Malcolm Lee, SG
475000,2012,Ryan Reid, PF
473604,2012,Cory Higgins, PG
473604,2012,Shelvin Mack, G
473604,2012,Sherron Collins, PG
473604,2012,Josh Harrellson, C
473604,2012,Lavoy Allen, F
473604,2012,Chris Wright, SF
473604,2012,Pooh Jeter, PG
473604,2012,Terrel Harris, SG
473604,2012,Charles Jenkins, PG
473604,2012,Justin Harper, PF
473604,2012,Stanley Robinson, NA
473604,2012,Mychel Thompson, SF
473604,2012,Dennis Horner, PF
473604,2012,Jordan Williams, C
473604,2012,Brian Zoubek, NA
473604,2012,Greg Smith, PF
473604,2012,Jon Leuer, F
473604,2012,Tiny Gallon, NA
473604,2012,DeAndre Liggins, G
473604,2012,Patrick Beverley, PG
473604,2012,Andrew Goudelock, PG
473604,2012,Matt Janning, SG
473604,2012,Ivan Johnson, PF
473604,2012,Julyan Stone, G
473604,2012,Tyshawn Taylor, PG
473604,2012,Darius Morris, G
473604,2012,E'Twaun Moore, SG
473604,2012,Vernon Macklin, PF
473604,2012,Jerome Jordan, C
473604,2012,Carldell Johnson, PG
457588,2012,Trey Gilder, SF
457588,2012,Marcus Landry, SF
457588,2012,Deron Washington, NA
435000,2012,Kyrylo Fesenko, C
420304,2012,Joel Przybilla, C
413413,2012,Gerald Green, SG
402065,2012,Peja Stojakovic, SF
374300,2012,Walker Russell Jr., PG
319128,2012,Ronny Turiaf, C
305551,2012,Lance Thomas, SF
280192,2012,Kelenna Azubuike, SF
261829,2012,Gilbert Arenas, PG
254938,2012,Terrence Williams, SG
252016,2012,Manny Harris, PG
248048,2012,Ryan Hollins, C
241158,2012,Boris Diaw, C
234268,2012,Bobby Simmons, SF
226162,2012,Mustafa Shakur, PG
220487,2012,Earl Boykins, PG
220487,2012,Mike James, PG
213597,2012,Alan Anderson, SG
213517,2012,Patty Mills, PG
211084,2012,Al Thornton, SF
208802,2012,Travis Diener, PG
201033,2012,Leon Powe, PF
199816,2012,Cartier Martin, PF
196007,2012,Carlos Arroyo, PG
190548,2012,Ben Uzoh, PG
160414,2012,Donald Sloan, G
156595,2012,Courtney Fortson, PG
151585,2012,James Singleton, F
137498,2012,Mickell Gladness, C
117134,2012,Blake Ahearn, G
104494,2012,Armon Johnson, PG
96017,2012,Jamario Moon, SF
80703,2012,Garrett Temple, SG
75793,2012,Morris Almond, SG
75793,2012,Mikki Moore, C
69393,2012,Dan Gadzuric, C
64930,2012,Jerome Dyson, PG
57291,2012,Diamon Simpson, SF
55321,2012,Darryl Watkins, C
49966,2012,Sean Williams, PF
48232,2012,Lester Hudson, SG
40375,2012,Cedric Jackson, G
38194,2012,Jeff Foote, C
35868,2012,Othyus Jeffers, SG
22916,2012,D.J. Kennedy, SG
22287,2012,Larry Owens, SF
20103,2012,Mario West, SG
11458,2012,Xavier Silas, G
24806250,2011,Kobe Bryant, SF
19573711,2011,Rashard Lewis, PF
18835381,2011,Tim Duncan, C
18832044,2011,Kevin Garnett, PF
18300000,2011,Michael Redd, SG
17823000,2011,Pau Gasol, PF
17823000,2011,Andrei Kirilenko, SF
17730694,2011,Gilbert Arenas, PG
17686100,2011,Yao Ming, C
17666666,2011,Zach Randolph, F
17522375,2011,Vince Carter, G
17278618,2011,Dirk Nowitzki, F
17149243,2011,Carmelo Anthony, PF
16647180,2011,Dwight Howard, C
16545454,2011,Kenyon Martin, PF
16486611,2011,Amar'e Stoudemire, C
16324500,2011,Joe Johnson, G
15959099,2011,Elton Brand, PF
14940153,2011,Chris Paul, PG
14940153,2011,Deron Williams, PG
14500000,2011,Chris Bosh, PF
14500000,2011,LeBron James, SF
14444443,2011,Jason Richardson, SG
14400000,2011,Carlos Boozer, PF
14200000,2011,Dwyane Wade, G
14000000,2011,Baron Davis, PG
13876321,2011,Paul Pierce, SF
13700000,2011,Andrew Bynum, C
13603750,2011,Rudy Gay, SF
13603750,2011,Brandon Roy, SG
13500000,2011,Tony Parker, G
13428129,2011,Samuel Dalembert, C
13358905,2011,Antawn Jamison, PF
13270000,2011,Nick Collison, F
13150000,2011,Chauncey Billups, PG
13000000,2011,Al Jefferson, C
12600000,2011,Tyson Chandler, C
12500000,2011,Richard Hamilton, SG
12345250,2011,Andre Iguodala, SG
11854584,2011,Manu Ginobili, G
11800000,2011,Chris Kaman, C
11749832,2011,Marcus Camby, C
11700000,2011,Josh Smith, PF
11530592,2011,Eddy Curry, NA
11495000,2011,Emeka Okafor, C
11360000,2011,Nene Hilario, C
11345000,2011,Luol Deng, F
11244000,2011,LaMarcus Aldridge, PF
11148760,2011,Tayshaun Prince, SF
11000000,2011,Monta Ellis, SG
11000000,2011,Andrew Bogut, C
10973202,2011,Danny Granger, SF
10800000,2011,David Lee, PF
10800000,2011,Jamal Crawford, SG
10800000,2011,Ben Gordon, SG
10600005,2011,Kevin Martin, SG
10561984,2011,Mike Dunleavy, SG
10561960,2011,Caron Butler, SF
10500000,2011,Gerald Wallace, SF
10310938,2011,Steve Nash, PG
10215850,2011,Hedo Turkoglu, SF
10000000,2011,Ray Allen, SG
9945000,2011,Mehmet Okur, C
9873000,2011,Jason Terry, G
9600000,2011,Corey Maggette, SF
9500000,2011,Cuttino Mobley, SG
9300000,2011,Mo Williams, PG
9100000,2011,Kirk Hinrich, SG
9090911,2011,Rajon Rondo, PG
9000000,2011,Andris Biedrins, C
9000000,2011,Boris Diaw, C
9000000,2011,Jose Calderon, G
8981000,2011,Devin Harris, G
8610500,2011,Jason Kidd, PG
8500000,2011,Andrea Bargnani, C
8500000,2011,T.J. Ford, PG
8453250,2011,Stephen Jackson, SF
8400000,2011,Richard Jefferson, F
8287500,2011,David West, F
8200000,2011,Lamar Odom, PF
8000000,2011,John Salmons, SF
7967375,2011,Mark Blount, C
7800000,2011,Jameer Nelson, G
7775378,2011,Luis Scola, F
7725470,2011,Joel Przybilla, C
7600000,2011,Paul Millsap, PF
7354500,2011,Shane Battier, SF
7281818,2011,Anderson Varejao, C
7269264,2011,Andre Miller, PG
7262500,2011,Marvin Williams, F
7250000,2011,JJ Redick, SG
7248325,2011,Dan Gadzuric, C
7148800,2011,James Posey, SF
7100000,2011,Leandro Barbosa, G
7100000,2011,Marko Jaric, PG
7055500,2011,Shawn Marion, SG
7020000,2011,Charlie Villanueva, PF
7000000,2011,Raymond Felton, G
7000000,2011,Travis Outlaw, SF
6900000,2011,Brendan Haywood, C
6883800,2011,Nazr Mohammed, C
6883800,2011,Vladimir Radmanovic, SF
6850000,2011,Andres Nocioni, SF
6760524,2011,Greg Oden, C
6757851,2011,JR Smith, SG
6696720,2011,Kendrick Perkins, C
6665000,2011,Morris Peterson, SG
6655000,2011,Jeff Foster, PF
6641440,2011,Jason Kapono, SG
6611570,2011,Tyrus Thomas, PF
6600000,2011,Jerome James, C
6500000,2011,Josh Childress, F
6478600,2011,Beno Udrih, PG
6478600,2011,DeSagana Diop, C
6466600,2011,Mike James, PG
6322320,2011,Trevor Ariza, SF
6322320,2011,Rasheed Wallace, PF
6322320,2011,Metta World Peace, SF
6322320,2011,Marcin Gortat, C
6053663,2011,Kevin Durant, SF
5904152,2011,Andray Blatche, C
5765000,2011,Drew Gooden, PF
5765000,2011,Al Harrington, PF
5765000,2011,Wesley Matthews, SG
5765000,2011,Jermaine O'Neal, C
5750000,2011,Kyle Lowry, PG
5546160,2011,Derrick Rose, PG
5543116,2011,Nenad Krstic, C
5500000,2011,Francisco Garcia, SG
5475113,2011,Sasha Vujacic, SG
5444857,2011,Al Horford, PF
5357280,2011,Blake Griffin, PF
5300000,2011,Mickael Pietrus, SF
5260000,2011,Luke Walton, SF
5209454,2011,Speedy Claxton, PG
5200000,2011,Channing Frye, F
5144280,2011,John Wall, PG
5080000,2011,Reggie Evans, C
5000000,2011,Jason Maxiell, PF
5000000,2011,Amir Johnson, F
5000000,2011,Kyle Korver, SG
5000000,2011,Lou Williams, SG
5000000,2011,Mike Miller, SG
4995000,2011,Linas Kleiza, SF
4962240,2011,Michael Beasley, F
4913077,2011,Mike Conley, PG
4860000,2011,Antonio McDyess, PF
4847586,2011,Marcus Banks, PG
4818000,2011,Darius Songaila, PF
4800000,2011,Martell Webster, SF
4793280,2011,Hasheem Thabeet, C
4790000,2011,Ronnie Brewer, SF
4602720,2011,Evan Turner, SG
4600000,2011,Jarrett Jack, G
4533300,2011,Chris Andersen, PF
4456200,2011,O.J. Mayo, SG
4455988,2011,Jeff Green, PF
4447792,2011,Charlie Bell, SG
4400000,2011,Brad Miller, C
4325000,2011,Darko Milicic, C
4304520,2011,James Harden, SG
4300000,2011,Matt Carroll, SG
4275000,2011,Nikola Pekovic, C
4251250,2011,Zaza Pachulia, C
4250000,2011,Hakim Warrick, PF
4250000,2011,Randy Foye, SG
4200000,2011,Nate Robinson, PG
4151786,2011,DeShawn Stevenson, SG
4133280,2011,Derrick Favors, C
4100000,2011,Bruce Bowen, SF
4080915,2011,Greg Buckner, SG
4050499,2011,Yi Jianlian, SF
4017720,2011,Russell Westbrook, PG
4015334,2011,Daniel Gibson, SG
4000000,2011,Luke Ridnour, PG
4000000,2011,Anthony Morrow, SG
4000000,2011,Ronny Turiaf, C
4000000,2011,Brandon Bass, PF
4000000,2011,Steve Blake, PG
4000000,2011,Ryan Gomes, SF
3976000,2011,Willie Green, SG
3964320,2011,Ramon Sessions, G
3880920,2011,Tyreke Evans, G
3875000,2011,Corey Brewer, SG
3750000,2011,Jordan Farmar, PG
3726600,2011,Wesley Johnson, F
3700000,2011,C.J. Miles, SG
3700000,2011,Derek Fisher, PG
3638280,2011,Kevin Love, PF
3600000,2011,C.J. Watson, PG
3573333,2011,Marc Gasol, C
3567096,2011,Timofey Mozgov, C
3540000,2011,Dorell Wright, SF
3500000,2011,Udonis Haslem, PF
3500000,2011,Chris Duhon, PG
3500000,2011,Carlos Delfino, SG
3500000,2011,Shaun Livingston, G
3400000,2011,Tiago Splitter, C
3398072,2011,Brandan Wright, F
3374640,2011,DeMarcus Cousins, C
3304560,2011,Danilo Gallinari, PF
3300000,2011,Joel Anthony, C
3300000,2011,Kelenna Azubuike, SF
3250000,2011,Thabo Sefolosha, SF
3250000,2011,Will Bynum, PG
3250000,2011,Johan Petro, C
3240000,2011,Grant Hill, SF
3200000,2011,Kris Humphries, PF
3192000,2011,Jonny Flynn, PG
3128536,2011,Joakim Noah, C
3065040,2011,Ekpe Udoh, F
3050000,2011,Matt Bonner, C
3016680,2011,Eric Gordon, SG
3000004,2011,Glen Davis, PF
3000000,2011,Jamario Moon, SF
3000000,2011,Eduardo Najera, PF
3000000,2011,Raja Bell, SG
3000000,2011,Josh Howard, SF
3000000,2011,Carl Landry, PF
3000000,2011,Tony Allen, SG
3000000,2011,Chris Wilcox, PF
2974320,2011,Spencer Hawes, PF
2913840,2011,Stephen Curry, PG
2901241,2011,Thaddeus Young, PF
2858057,2011,Julian Wright, SF
2855769,2011,Anthony Parker, SG
2840000,2011,Mark Madsen, PF
2798040,2011,Greg Monroe, C
2767126,2011,Rodney Stuckey, PG
2700000,2011,Sebastian Telfair, PG
2669520,2011,Jordan Hill, C
2630503,2011,Nick Young, G
2563320,2011,Al-Farouq Aminu, PF
2540000,2011,D.J. Augustin, PG
2500000,2011,Maurice Evans, SG
2500000,2011,Dahntay Jones, SG
2500000,2011,David Andersen, C
2453880,2011,DeMar DeRozan, SF
2413320,2011,Brook Lopez, C
2400000,2011,Ricky Davis, SG
2388000,2011,Marquis Daniels, SG
2380270,2011,Marco Belinelli, SG
2356320,2011,Gordon Hayward, SF
2333333,2011,Ryan Hollins, C
2331120,2011,Brandon Jennings, G
2320500,2011,Ersan Ilyasova, PF
2300000,2011,Craig Smith, PF
2292600,2011,Jerryd Bayless, G
2265000,2011,Quentin Richardson, SF
2238360,2011,Paul George, SG
2225000,2011,Lou Amundson, PF
2214480,2011,Terrence Williams, SG
2200000,2011,Anthony Tolliver, PF
2187913,2011,Jason Smith, F
2178000,2011,Jason Thompson, PF
2169857,2011,Daequan Cook, SG
2151068,2011,Jared Dudley, SF
2149200,2011,Shannon Brown, PG
2130482,2011,Wilson Chandler, SF
2126520,2011,Cole Aldrich, C
2103840,2011,Gerald Henderson, SG
2080000,2011,Keyon Dooling, PG
2080000,2011,Ben Wallace, PF
2069040,2011,Brandon Rush, F
2062800,2011,Anthony Johnson, PG
2062800,2011,Brent Barry, SG
2020200,2011,Xavier Henry, SG
2016692,2011,Aaron Brooks, G
1998600,2011,Tyler Hansbrough, PF
1990000,2011,Rasho Nesterovic, C
1972500,2011,Chuck Hayes, PF
1972000,2011,Goran Dragic, PG
1965720,2011,Anthony Randolph, SF
1959577,2011,Arron Afflalo, G
1919160,2011,Ed Davis, C
1898760,2011,Earl Clark, SF
1867320,2011,Robin Lopez, C
1823280,2011,Patrick Patterson, PF
1823280,2011,Dikembe Mutombo, C
1815000,2011,J.J. Barea, PG
1803720,2011,Austin Daye, SF
1800000,2011,Kurt Thomas, PF
1773960,2011,Marreese Speights, F
1765000,2011,Matt Barnes, SF
1731960,2011,Larry Sanders, PF
1721000,2011,Omer Asik, C
1713600,2011,James Johnson, PF
1685280,2011,Roy Hibbert, C
1675000,2011,Renaldo Balkman, SF
1645440,2011,Luke Babbitt, F
1629120,2011,Sean Williams, PF
1627920,2011,Jrue Holiday, SG
1601040,2011,JaVale McGee, C
1600000,2011,Hamed Haddadi, C
1600000,2011,Keith Bogans, SG
1563120,2011,Kevin Seraphin, C
1546560,2011,Ty Lawson, G
1528920,2011,JJ Hickson, C
1500000,2011,Solomon Jones, PF
1485000,2011,Eric Bledsoe, PG
1476840,2011,Jeff Teague, PG
1467840,2011,Alexis Ajinca, C
