Player ID,First Name,Last Name,Team,Jersey,Position Category,Position,Height,Weight,Birth Date,Birth City,Birth State,Birth Country,College,Salary,Photo Url,Experience
20000471,Eric,Gordon,HOU,10.0,G,SG,75,215,1988-12-25T00:00:00,Indianapolis,Indiana,,Indiana,14057730.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000471.png,10
20000474,Jrue,Holiday,NO,11.0,G,PG,75,205,1990-06-12T00:00:00,Mission Hills,California,,UCLA,26231111.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000474.png,9
20000482,Draymond,Green,GS,23.0,F,PF,78,230,1990-03-04T00:00:00,Saginaw,Michigan,,Michigan State,18539130.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000482.png,6
20000483,Harrison,Barnes,SAC,40.0,F,SF,80,225,1992-05-30T00:00:00,Ames,Iowa,,North Carolina,24147727.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000483.png,6
20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
20000486,Klay,Thompson,GS,11.0,G,SG,78,215,1990-02-08T00:00:00,Los Angeles,California,,Washington State,32742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000486.png,7
20000487,Andre,Iguodala,MIA,28.0,F,SF,78,215,1984-01-28T00:00:00,Springfield,Illinois,,Arizona,17185185.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000487.png,14
20000492,Justin,Holiday,IND,8.0,G,SG,78,180,1989-04-05T00:00:00,Mission Hills,California,,Washington,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000492.png,5
20000497,Giannis,Antetokounmpo,MIL,34.0,F,PF,83,242,1994-12-06T00:00:00,Athens,Greece,,,25842697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000497.png,5
20000498,Ersan,Ilyasova,MIL,7.0,F,PF,81,235,1987-05-15T00:00:00,Eskisehir,Turkey,,,7000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000498.png,10
20000500,Khris,Middleton,MIL,22.0,F,SF,79,222,1991-08-12T00:00:00,North Charleston,South Carolina,,Texas A&amp;M,30603448.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000500.png,6
20000501,Michael,Carter-Williams,ORL,7.0,G,PG,77,190,1991-10-10T00:00:00,Hamilton,Massachusetts,,Syracuse,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000501.png,5
20000502,John,Henson,DET,31.0,F,PF,81,219,1990-12-28T00:00:00,Greensoboro,North Carolina,,North Carolina,9732396.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000502.png,6
20000505,Jared,Dudley,LAL,10.0,F,SF,78,237,1985-07-10T00:00:00,San Diego,California,,Boston College,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000505.png,11
20000511,Jabari,Parker,SAC,33.0,F,PF,80,245,1995-03-15T00:00:00,Chicago,Illinois,,Duke,6500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000511.png,4
20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
20000515,Jimmy,Butler,MIA,22.0,G,SG,79,230,1989-09-14T00:00:00,Houston,Texas,,Marquette,32742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000515.png,7
20000516,Derrick,Rose,DET,25.0,G,PG,74,200,1988-10-04T00:00:00,Chicago,Illinois,,Memphis,7317073.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000516.png,9
20000517,Taj,Gibson,NY,67.0,F,PF,81,232,1985-06-24T00:00:00,Brooklyn,New York,,USC,9000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000517.png,9
20000519,Tony,Snell,DET,17.0,G,SG,78,213,1991-11-10T00:00:00,Los Angeles,California,,New Mexico,11392857.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000519.png,5
20000522,Doug,McDermott,IND,20.0,F,SF,79,225,1992-01-03T00:00:00,Grand Forks,North Dakota,,Creighton,7333333.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000522.png,4
20000524,E'Twaun,Moore,NO,55.0,G,SG,75,191,1989-02-25T00:00:00,East Chicago,Indiana,,Purdue,8664928.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000524.png,7
20000528,Tyson,Chandler,HOU,19.0,C,C,84,235,1982-10-02T00:00:00,Hanford,California,,,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000528.png,17
20000530,Rajon,Rondo,LAL,9.0,G,PG,73,180,1986-02-22T00:00:00,Louisville,Kentucky,,Kentucky,2564753.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000530.png,12
20000531,J.J.,Barea,DAL,5.0,G,PG,70,180,1984-06-26T00:00:00,Mayaguez,Puerto Rico,,Northeastern,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000531.png,12
20000532,Al-Farouq,Aminu,ORL,2.0,F,PF,80,220,1990-09-21T00:00:00,Atlanta,Georgia,,Wake Forest,9258000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000532.png,8
20000539,Dwight,Powell,DAL,7.0,F,PF,82,240,1991-07-20T00:00:00,Toronto,Ontario,,Stanford,10259375.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000539.png,4
20000541,Trevor,Ariza,POR,8.0,F,SF,80,215,1985-06-30T00:00:00,Miami,Florida,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14
20000543,Dwight,Howard,LAL,39.0,C,C,82,265,1985-12-08T00:00:00,Atlanta,Georgia,,,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000543.png,14
20000544,James,Harden,HOU,13.0,G,PG,77,220,1989-08-26T00:00:00,Bellflower,California,,Arizona State,38199000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000544.png,9
20000547,Corey,Brewer,SAC,13.0,F,SF,81,186,1986-03-05T00:00:00,Portland,Tennessee,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000547.png,11
20000549,Clint,Capela,ATL,17.0,C,C,82,240,1994-05-18T00:00:00,Geneva,Switzerland,,,14896552.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000549.png,4
20000554,Patrick,Beverley,LAC,21.0,G,PG,73,180,1988-07-12T00:00:00,Chicago,Illinois,,Arkansas,12345680.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000554.png,6
20000556,Evan,Turner,MIN,1.0,G,SG,78,220,1988-10-27T00:00:00,Chicago,Illinois,,Ohio State,18606556.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000556.png,8
20000558,Tyler,Zeller,SA,40.0,C,C,84,255,1990-01-17T00:00:00,Visalia,California,,North Carolina,245686.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000558.png,6
20000559,Avery,Bradley,LAL,11.0,G,SG,75,180,1990-11-26T00:00:00,Tacoma,Washington,,Texas,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000559.png,8
20000560,Marcus,Smart,BOS,36.0,G,PG,75,220,1994-03-06T00:00:00,Flower Mound,Texas,,Oklahoma State,12553571.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000560.png,4
20000562,Jae,Crowder,MIA,99.0,F,PF,78,235,1990-07-06T00:00:00,Villa Rica,Georgia,,Marquette,7815533.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000562.png,6
20000564,Kelly,Olynyk,MIA,9.0,C,C,83,240,1991-04-19T00:00:00,Toronto,Ontario,,Gonzaga,12667885.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000564.png,5
20000571,LeBron,James,LAL,23.0,F,SF,81,250,1984-12-30T00:00:00,Akron,Ohio,,,37436858.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000571.png,15
20000572,Kevin,Love,CLE,0.0,F,PF,80,251,1988-09-07T00:00:00,Santa Monica,California,,UCLA,28942830.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000572.png,10
20000574,Kyrie,Irving,BKN,11.0,G,PG,74,195,1992-03-23T00:00:00,Melbourne,Victoria,,Duke,31742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000574.png,7
20000575,J.R.,Smith,LAL,21.0,G,SG,78,225,1985-09-09T00:00:00,Freehold,New Jersey,,,15680000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000575.png,14
20000577,Tristan,Thompson,CLE,13.0,C,C,81,254,1991-03-13T00:00:00,Brampton,Ontario,,Texas,18539130.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000577.png,7
20000579,Matthew,Dellavedova,CLE,18.0,G,PG,75,200,1990-09-08T00:00:00,Maryborough,Australia,,Saint Mary&#x27;s,9607500.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000579.png,5
20000584,Joe,Harris,BKN,12.0,F,SF,78,220,1991-09-06T00:00:00,Chelan,Washington,,Virginia,7666667.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000584.png,4
20000587,Thaddeus,Young,CHI,21.0,F,PF,80,235,1988-06-21T00:00:00,New Orleans,Louisiana,,Georgia Tech,12900000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000587.png,11
20000588,Brook,Lopez,MIL,11.0,C,C,84,282,1988-04-01T00:00:00,Panorama City,California,,Stanford,12093023.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000588.png,10
20000591,Bojan,Bogdanovic,UTA,44.0,F,SF,80,226,1989-04-18T00:00:00,Mostar,Yugoslavia,,,17000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000591.png,4
20000594,Mason,Plumlee,DEN,7.0,C,C,83,254,1990-03-05T00:00:00,Warsaw,Indiana,,Duke,14041096.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000594.png,5
20000601,DeMarre,Carroll,HOU,9.0,F,SF,78,215,1986-07-27T00:00:00,Birmingham,Alabama,,Missouri,512721.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000601.png,9
20000602,Paul,Millsap,DEN,4.0,F,PF,79,257,1985-02-10T00:00:00,Monroe,Louisiana,,Louisiana Tech,30350000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000602.png,12
20000603,Al,Horford,PHI,42.0,F,PF,81,240,1986-06-03T00:00:00,Puerto Plata,Dominican Republic,,Florida,28000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000603.png,11
20000604,Kyle,Korver,MIL,26.0,G,SG,79,212,1981-03-17T00:00:00,Lakewood,California,,Creighton,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000604.png,15
20000605,Jeff,Teague,ATL,0.0,G,PG,75,195,1988-06-10T00:00:00,Indianapolis,Indiana,,Wake Forest,19000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000605.png,9
20000606,Dennis,Schroder,OKC,17.0,G,PG,73,172,1993-09-15T00:00:00,Braunschweig,Germany,,,15500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000606.png,5
20000608,Kent,Bazemore,SAC,26.0,G,SG,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6
20000609,Mike,Scott,PHI,1.0,F,PF,79,237,1988-07-16T00:00:00,Chesapeake,Virginia,,Virginia,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000609.png,6
20000613,Mike,Muscala,OKC,33.0,F,PF,82,240,1991-07-01T00:00:00,St. Louis Park,Minnesota,,Bucknell,2028594.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000613.png,5
20000615,Thabo,Sefolosha,HOU,18.0,F,SF,78,215,1984-05-02T00:00:00,Vevey,Switzerland,,,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000615.png,12
20000616,LaMarcus,Aldridge,SA,12.0,F,PF,83,250,1985-07-19T00:00:00,Dallas,Texas,,Texas,26000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000616.png,12
20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
20000618,Robin,Lopez,MIL,42.0,C,C,84,281,1988-04-01T00:00:00,North Hollywood,California,,Stanford,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000618.png,10
20000619,Damian,Lillard,POR,0.0,G,PG,74,195,1990-07-15T00:00:00,Oakland,California,,Weber State,29802321.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000619.png,6
20000620,C.J.,McCollum,POR,3.0,G,SG,75,190,1991-09-19T00:00:00,Canton,Ohio,,Lehigh,27556959.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000620.png,5
20000621,Meyers,Leonard,MIA,0.0,C,C,84,260,1992-02-27T00:00:00,Robinson,Illinois,,Illinois,11286516.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000621.png,6
20000629,Wesley,Matthews,MIL,9.0,G,SG,76,220,1986-10-14T00:00:00,San Antonio,Texas,,Marquette,2564753.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000629.png,9
20000632,Jeff,Green,HOU,32.0,F,SF,80,235,1986-08-28T00:00:00,Cheverly,Maryland,,Georgetown,439475.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000632.png,10
20000633,Marc,Gasol,TOR,33.0,C,C,83,255,1985-01-29T00:00:00,Barcelona,Spain,,,25595700.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000633.png,10
20000634,Courtney,Lee,DAL,1.0,G,SG,77,215,1985-10-03T00:00:00,Indianapolis,Indiana,,Western Kentucky,12759670.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000634.png,10
20000635,Mike,Conley,UTA,10.0,G,PG,73,175,1987-10-11T00:00:00,Fayetteville,Arkansas,,Ohio State,32511624.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000635.png,11
20000638,Vince,Carter,ATL,,G,SG,78,220,1977-01-26T00:00:00,Daytona Beach,Florida,,North Carolina,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000638.png,20
20000642,JaMychal,Green,LAC,4.0,F,PF,80,227,1990-06-21T00:00:00,Montgomery,Alabama,,Alabama,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000642.png,4
20000646,Kawhi,Leonard,LAC,2.0,F,SF,79,225,1991-06-29T00:00:00,Riverside,California,,San Diego State,32742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000646.png,7
20000650,Danny,Green,LAL,14.0,G,SG,78,215,1987-06-22T00:00:00,North Babylon,New York,,North Carolina,14634146.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000650.png,9
20000652,Aron,Baynes,PHO,46.0,C,C,82,260,1986-12-09T00:00:00,Gisborne,New Zealand,,Washington State,5453280.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000652.png,6
20000654,Marco,Belinelli,SA,18.0,G,SG,77,220,1986-03-25T00:00:00,Bologna,Italy,,,5846154.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000654.png,11
20000655,Cory,Joseph,SAC,9.0,G,PG,75,200,1991-08-20T00:00:00,Toronto,Ontario,,Texas,12000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000655.png,7
20000656,Patty,Mills,SA,8.0,G,PG,73,180,1988-08-11T00:00:00,Canberra,Australia,,Saint Mary&#x27;s,12428571.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000656.png,9
20000659,Kyle,Anderson,MEM,1.0,F,SF,81,230,1993-09-20T00:00:00,New York,New York,,UCLA,9073050.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000659.png,4
20000661,Blake,Griffin,DET,23.0,F,PF,81,250,1989-03-16T00:00:00,Oklahoma City,Oklahoma,,Oklahoma,34449964.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000661.png,8
20000663,DeAndre,Jordan,BKN,6.0,C,C,83,265,1988-07-21T00:00:00,Houston,Texas,,Texas A&amp;M,9881598.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000663.png,10
20000664,Chris,Paul,OKC,3.0,G,PG,73,175,1985-05-06T00:00:00,Winston-Salem,North Carolina,,Wake Forest,38506482.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000664.png,13
20000665,J.J.,Redick,NO,4.0,F,SF,75,200,1984-06-24T00:00:00,Cookeville,Tennessee,,Duke,13486300.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000665.png,12
20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
20000667,Austin,Rivers,HOU,25.0,G,PG,75,200,1992-08-01T00:00:00,Santa Monica,California,,Duke,2147317.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000667.png,6
20000676,Tobias,Harris,PHI,12.0,F,SF,80,226,1992-07-15T00:00:00,Islip,New York,,Tennessee,32742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000676.png,7
20000677,Kyle,O'Quinn,PHI,9.0,C,C,81,250,1990-03-26T00:00:00,Jamaica,New York,,Norfolk State,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000677.png,6
20000678,Nikola,Vucevic,ORL,9.0,C,C,83,260,1990-10-24T00:00:00,Morges,Switzerland,,USC,28000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000678.png,7
20000679,Evan,Fournier,ORL,10.0,F,SF,79,205,1992-10-29T00:00:00,Saint-Maurice,France,,,17150000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000679.png,6
20000680,Elfrid,Payton,NY,6.0,G,PG,75,195,1994-02-22T00:00:00,Gretna,Louisiana,,Louisiana-Lafayette,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000680.png,4
20000681,Aaron,Gordon,ORL,0.0,F,PF,80,235,1995-09-16T00:00:00,San Jose,California,,Arizona,19863636.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000681.png,4
20000684,Dewayne,Dedmon,ATL,14.0,C,C,84,245,1989-08-12T00:00:00,Lancaster,California,,USC,13333333.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5
20000686,Maurice,Harkless,NY,3.0,F,SF,79,220,1993-05-11T00:00:00,Queens,New York,,St. John&#x27;s,11011234.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000686.png,6
20000689,Victor,Oladipo,IND,4.0,G,SG,76,213,1992-05-04T00:00:00,Upper Marlboro,Maryland,,Indiana,21000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000689.png,5
20000691,Darius,Miller,NO,21.0,F,SF,78,225,1990-03-21T00:00:00,Maysville,Kentucky,,Kentucky,7000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000691.png,4
20000698,Troy,Daniels,DEN,30.0,G,SG,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,Virginia Commonwealth,384541.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5
20000707,Ed,Davis,UTA,17.0,F,PF,81,218,1989-06-05T00:00:00,Washington,District of Columbia,,North Carolina,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000707.png,8
20000708,Jordan,Clarkson,UTA,0.0,G,PG,76,192,1992-06-07T00:00:00,San Antonio,Texas,,Missouri,13437500.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000708.png,4
20000710,Julius,Randle,NY,30.0,F,PF,80,250,1994-11-29T00:00:00,Dallas,Texas,,Kentucky,18000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000710.png,4
20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
20000716,Nerlens,Noel,OKC,9.0,C,C,82,220,1994-04-10T00:00:00,Malden,Massachusetts,,Kentucky,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000716.png,4
20000724,Jakarr,Sampson,IND,14.0,F,SF,79,214,1993-03-20T00:00:00,Cleveland,Ohio,,St. John&#x27;s,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000724.png,3
20000725,Luc,Richard Mbah a Moute,HOU,12.0,F,PF,80,230,1986-09-09T00:00:00,Yaounde,Cameroon,,UCLA,4320500.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000725.png,10
20000726,Joel,Embiid,PHI,21.0,C,C,84,280,1994-03-16T00:00:00,Yaounde,Cameroon,,Kansas,27504630.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000726.png,2
20000727,Jerami,Grant,DEN,9.0,F,SF,80,210,1994-03-12T00:00:00,Portland,Oregon,,Syracuse,9346153.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000727.png,4
20000730,Solomon,Hill,MIA,44.0,F,SF,78,226,1991-03-18T00:00:00,Harvey,Illinois,,Arizona,12758781.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000730.png,5
20000737,Ian,Mahinmi,WAS,28.0,C,C,83,262,1986-11-05T00:00:00,Rouen,France,,,15450051.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000737.png,10
20000742,Paul,George,LAC,13.0,F,SF,80,220,1990-05-02T00:00:00,Palmdale,California,,Fresno State,30560700.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000742.png,8
