Date,Team_x,Acquired,Relinquished,Notes,Name,Player ID,First Name,Last Name,Team_y,Jersey,Position Category,Position,Height,Weight,Birth Date,Birth City,Birth State,Birth Country,College,Salary,Photo Url,Experience
3/31/2014,Clippers,,Jamal Crawford,left calf injury (DNP),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
4/2/2014,Clippers,,Jamal Crawford,left calf injury (DNP),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
4/3/2014,Clippers,,Jamal Crawford,left calf injury (DNP),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
4/6/2014,Clippers,,Jamal Crawford,left calf injury (DNP),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
4/9/2014,Clippers,,Jamal Crawford,left calf injury (DNP),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
11/2/2014,Clippers,,Jamal Crawford,bruised ribs (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
3/4/2015,Clippers,,Jamal Crawford,bruised right calf (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
4/6/2016,Clippers,,Jamal Crawford,rest (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
1/20/2018,Timberwolves,,Jamal Crawford,sprained left big toe (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
12/10/2018,Suns,,Jamal Crawford,sore left knee (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
12/26/2018,Suns,,Jamal Crawford,sore left knee (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
1/15/2019,Suns,,Jamal Crawford,sore left knee (DTD),Jamal Crawford,20000666,Jamal,Crawford,BKN,1.0,G,SG,77,185,1980-03-20T00:00:00,Seattle,Washington,,Michigan,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000666.png,18
11/5/2010,Hawks,,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/7/2010,Hawks,,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/8/2010,Hawks,,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/10/2010,Hawks,,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
12/31/2010,Hawks,,Marvin Williams,bruised back (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
6/8/2011,Hawks,,Marvin Williams,surgery on back to repair bulging disc (out indefinitely),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
1/12/2012,Hawks,,Marvin Williams,sprained left ankle (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
3/14/2012,Hawks,,Marvin Williams,hip flexor injury (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
3/16/2012,Hawks,,Marvin Williams,hip flexor injury (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
3/21/2012,Hawks,,Marvin Williams,DNP,Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/30/2012,Jazz,,Marvin Williams,concussion (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
12/1/2012,Jazz,,Marvin Williams,concussion (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
12/3/2012,Jazz,,Marvin Williams,concussion (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
12/30/2012,Jazz,,Marvin Williams,right knee inflammation (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
1/9/2013,Jazz,,Marvin Williams,right knee inflammation (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
1/11/2013,Jazz,,Marvin Williams,right knee inflammation (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
1/12/2013,Jazz,,Marvin Williams,right knee inflammation (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
4/5/2013,Jazz,,Marvin Williams,right heel injury (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
4/9/2013,Jazz,,Marvin Williams,stomach flu (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
5/31/2013,Jazz,,Marvin Williams,surgery on right heel and Achilles tendon (out indefinitely) (date approximate),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
10/30/2013,Jazz,,Marvin Williams,recovering from surgery on right heel and Achilles tendon (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/1/2013,Jazz,,Marvin Williams,recovering from surgery on right heel and Achilles tendon (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/2/2013,Jazz,,Marvin Williams,recovering from surgery on right heel and Achilles tendon (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/5/2013,Jazz,,Marvin Williams,recovering from surgery on right heel and Achilles tendon (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/6/2013,Jazz,,Marvin Williams,recovering from surgery on right heel and Achilles tendon (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
4/12/2014,Jazz,,Marvin Williams,knee injury (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
4/14/2014,Jazz,,Marvin Williams,knee injury (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
4/16/2014,Jazz,,Marvin Williams,knee injury (DNP),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/28/2014,Hornets,,Marvin Williams,sprained left shoulder (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
1/28/2015,Hornets,,Marvin Williams,concussion (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
3/22/2016,Hornets,,Marvin Williams,sprained left ankle (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
1/30/2018,Hornets,,Marvin Williams,sprained left ankle (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
12/3/2018,Hornets,,Marvin Williams,strained right shoulder (DTD),Marvin Williams,20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
11/10/2010,Timberwolves,,Wayne Ellington,thigh injury (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/14/2010,Timberwolves,,Wayne Ellington,bruised left thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/15/2010,Timberwolves,,Wayne Ellington,bruised left thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
4/11/2012,Timberwolves,,Wayne Ellington,back spasms (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
4/12/2012,Timberwolves,,Wayne Ellington,back spasms (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
3/15/2013,Cavaliers,,Wayne Ellington,sprained left ankle (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/9/2013,Mavericks,,Wayne Ellington,DNP,Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/12/2013,Mavericks,,Wayne Ellington,bruised right thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/15/2013,Mavericks,,Wayne Ellington,bruised right thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/16/2013,Mavericks,,Wayne Ellington,bruised right thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/18/2013,Mavericks,,Wayne Ellington,bruised right thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/20/2013,Mavericks,,Wayne Ellington,bruised right thigh (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
12/27/2013,Mavericks,,Wayne Ellington,illness (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
12/28/2013,Mavericks,,Wayne Ellington,illness (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
12/30/2013,Mavericks,,Wayne Ellington,illness (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
1/1/2014,Mavericks,,Wayne Ellington,illness (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
1/3/2014,Mavericks,,Wayne Ellington,illness (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
1/10/2014,Mavericks,,Wayne Ellington,illness (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
1/11/2014,Mavericks,,Wayne Ellington,illness (DNP),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
10/28/2014,Lakers,,Wayne Ellington,concussion (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
4/2/2015,Lakers,,Wayne Ellington,separated right shoulder (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
11/22/2015,Nets,,Wayne Ellington,migraine headache (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
3/13/2016,Nets,,Wayne Ellington,upper respiratory infection (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
10/24/2016,Heat,,Wayne Ellington,strained right quadriceps (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
12/17/2016,Heat,,Wayne Ellington,strained right hamstring (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
2/7/2018,Heat,,Wayne Ellington,strained right shoulder (DTD),Wayne Ellington,20000712,Wayne,Ellington,NY,2.0,G,SG,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9
